link,title,logo_img,company_name,model_count,about
https://autos.maxabout.com/cars/acura,Acura Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/acura-73.jpg/,Acura,1," Acura is the Luxury car series from Honda – the Japanese car maker. Acura series was launched way back in 1986 and are celebrating the 25th Anniversary of launch of the series in 2011. Acura produced models with many advanced safety features, technologies and comfort features during that time. They were the first to introduce air bags for safety as standard in their Legion model cars and also developed proprietary model Anti-Lock Braking System (ABS). It has a high resale value among the other car models competing in its range.  Acura was pioneer in introducing state of the art technologies like Super Handling All-Wheel Drive (SH-AWD), Variable Valve Timing and Lift Electronic Control (VTEC), and the Advanced Compatibility Engineering (ACE) structural design, which resulted in making luxury cars with most advanced performance, safety and comfort features. The luxury car models available from their range are RL, TL, TSX, TSX Sport wagon, MDX, RDX and ZDX. Acura cars are available in US, Canada, China and Mexico. It is yet to launch these series in their home country as the conditions were unfavorable due to recession and the recent strike of earth quake and tsunami. "
https://autos.maxabout.com/cars/alfa-romeo,Alfa Romeo Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/alfa-romeo-34.jpg/,Alfa Romeo,6," Alfa Romeo Automobiles S.p.A is an Italian car manufacturer. Initially it was started by a French company in 1906 with Italian investors. A new company was founded, named A.L.F.A. - Anonima Lombarda Fabbrica Automobili which translates to Lombard Automobile Factory, Public Company in 1909, later named as Alfa Romeo. It is now part of the Fiat Group of Automobiles S.p.A. Alfa Romeo has a very long history in the car making and they were part of the World Wars.  They also produce Light Commercial Vehicles (LCV), trucks, buses, trolleys and engines for aircrafts. The luxury cars from Alfa Romeo had excellent craftsmanship, innovative technologies and features since olden times. Alfa Romeo took part in different categories of motorsport like Grand Prix, rallies, touring car racing, formula one and sports car racing. The current models available in Alfa Romeo’s range are Mito, Giulietta, Spider, 159 and Brera. Some of the distinguishing design elements that set them apart are front, dashboard, handles, rim, front and Badge. Apart from this they have introduced many technologies refining luxury motorsport segment. "
https://autos.maxabout.com/cars/apollo,Apollo Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/gumpert-77.jpg/,Apollo,2," Gumpert Sportwagenmanufaktur GmbH is a German based Super car manufacturer. It was founded by Roland Gumpert the former Director of Audi Sport, who has head of Sales and Marketing in China. The company was founded in the year 2004. Gumpert was involved in development of first car Gumpert along with Technical University of Munich and Ingolstadt University of Applied Sciences.  They constructed two Apollo models named as Gumpert Apollo and Apollo Sports. There is yet another model named Apollo Race, apart from the two models mentioned above. It is one of the fastest street legal cars available in the market. Gumpert collaborated with number of leading components manufacturers to manufacture the above models. Gumpert Super cars are available presently in Europe, Middle East and US. It is planning to launch shortly in Russia, Australia and Asian countries.  "
https://autos.maxabout.com/cars/arash,Arash Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/arash-62.jpg/,Arash,1," Arash is luxury sports car made by Arash Motor Company, started in 1999. Arash Motor Company was founded by Arash Farboud and Iranian entrepreneur in UK. The company first made a model named Farboud, the GT which had similar styling that of Porsche 911 GT1 and there was opposition from Porsche. In order to make a marketable car, Farboud hired fresh graduate and designed a car named GTS. GTS was a compact car with stunning looks and it did not take off because of high price. Farboud revamped and employed ex-MTM and ex-Lotus employees to build the GTS. Thus in 2004 Farboud Sports Car was started by Arash. The Badge of the car has Peragrin Falcon the fastest bird on earth. The current models available in the range are AF10 and AF10 SE.  The car comes with a wide choice of funky colours which elevates the looks of the sports car further. "
https://autos.maxabout.com/cars/ariel,Ariel Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/ariel-81.jpg/,Ariel,1," Ariel is a Crewkerne; Somerset, based on England low-volume performance motor vehicle manufacturing company. Arial Company is founded by Simon Saunders in the year of 1991. The name was changed in 2001 to the Ariel Motors.  Ariel is one of the UK s smallest automotive companies with the just seven employees that are producing fewer than 100 cars per year. This company has the flagship car is the Ariel Atom that is an extremely light, high performance car and powered by a Honda Civic Type-R engine and the gearbox. The Atom car is the world s first road-going exoskeletal car which has no bodywork or roof and is built entirely around the tube chassis, making it extremely lightweight. In 2011, Ariel Company announced plans to produce a high performance the bespoke motorcycle from summer 2012.   "
https://autos.maxabout.com/cars/ashok-leyland,Ashok Leyland Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/ashok-leyland-83.jpg/,Ashok Leyland,6," Ashok Leyland is the commercial vehicle manufacturing company located in Chennai, India and Founded in the year of 1948. This company is one of India s leading manufacturers Company of commercial vehicles such as trucks and buses as well as the emergency and military vehicles also. Ashok Leyland Company also makes spare parts and engines for industrial and marine applications. This Company sells about 60,000 vehicles and about 7,000 engines per year. This Company is the second largest commercial vehicle company in India in the medium and heavy commercial vehicle segment. This company claims to carry over 60 million passengers a day, more people than the entire Indian rail network. In the trucks segment, the Ashok Leyland primarily concentrates on the sixteen ton to twenty-five ton range of trucks. Joint venture announced with Nissan Motors of Japan would improve its presence in the Light Commercial Vehicle segment also. "
https://autos.maxabout.com/cars/aston-martin,Aston Martin Cars,https://ic1.maxabout.us//autos/cars_india/company-logos//A/2014/10/aston-martin-logo.jpg/,Aston Martin,12," Aston Martin Lagonda Limited is a British manufacturer of luxury sports cars and grand wayfarer. Established in 1913 by Lionel Martin and Robert Bamford. Directed by David Brown in 1947, it became incorporated with extortionate grand touring cars in the 1950s and 1960s. The sports cars are appraised as a British cultural representation. Having 150 car franchisees in more than 50 countries on 6 continents undoubtedly makes it an automobile brand universally. Their headquarters and the main production site are in Gaydon, Warwickshire, England, alongside one of Jaguar Land Rover s development centers are its headquarters and one of the main production sites. Aston Martin has utilized its branding for plans including speed boats, submarines, bicycles, clothing and real estate development. In India total 6 car models are being offered by Aston Martin. These consist of 0 Aston Martin upcoming cars and 6 new Aston Martin cars in India. The list of Aston Martin cars in the country comprises 2 sedan cars, 4 coupe cars. The manufacturer offers 9 petrol variants. Some of the popular Aston Martin cars in India include Aston Martin DB11, Aston Martin Rapide, Aston Martin V12 Vanquish, Aston Martin DB9, Aston Martin V12 Vantage. As per March 2018, Aston Martin has a total of 2 dealerships spread around 2 cities in India. Aston Martin Lagonda Limited is an English luxury Sports car manufacturer. Founded in 1913 by Lionel Martin and Robert Bamford, Aston Martin cars are loved worldwide, for their style, elegance, and power. Aston Martin offers 4 new car models in India. The popular cars from Aston Martin are DB11, Vanquish, and Rapide. The lowest priced model at Rs. 1.35 crore Aston Martin Vantage and Aston Martin DB11 is the highest priced model at Rs. 3.97 crores. "
https://autos.maxabout.com/cars/audi,Audi Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/audi-1.jpg/,Audi,52," Audi is an extraordinary car manufacturer rooted in 1910, having its head office located in Ingolstadt, Germany. The company acquired its name from the surname of its founder August Horch. Audi became the first German car producer to commence a production car in September 1921. These cars proved to be victorious even in sporting events. Audi has participated in various categories of motorsports. Its opulent tradition in automobile racing began with their prior company Auto Union in the 1930s. Audi released first four-wheel drive turbocharged car, Quattro, that went on to win rallies and races globally. It is appraised as one of the most remarkable car rallies of all time, because of being the first one to take the privilege of the then-recently changed rules which permitted the use of four-wheel drive in competition racing. Many exponents questioned the growth of four-wheel drive racers, thinking them to be too heavy and complex, yet the Quattro was to become a successful car. In present scenario, Audi has manufacturing locations in numerous countries also including Hungary, Brazil, Belgium, and China. Audi arrived in India in 2007 and set up its own company. With a goal to regale to the rich consumers, Audi entered the Indian automobile business and began its processing as a supplementary of Mumbai-based Volkswagen Group Sales India Pvt. Ltd. Audi presently fabricates major of its vehicles in India. Completely Knocked Down kits (CKD) is the source through which these cars are bought and manufactured at the Aurangabad faculty of Skoda, while a few models are imported as Completely Built Units. By initiating Audi India as a Division of Volkswagen Group Sales India Pvt. Ltd. in Mumbai, Audi has proved to be renowned brand establishment during long-term growth period. The currently leading the luxury vehicles segment in India is no undoubtedly Audi. The company has an excellent range of SUVs, sedans and sports cars. In India, Audi offers 14 new cars. The most popular cars from Audi are A5, R8, Q7. The lowest priced model is Audi A3 at Rs. 32.00 lakh and the highest priced model is Audi R8 at Rs. 2.63 crore. "
https://autos.maxabout.com/cars/bajaj,Bajaj Cars,https://ic1.maxabout.us//autos/cars_india/company-logos//B/2015/9/bajaj-qute-logo-new.jpg/,Bajaj,2,
https://autos.maxabout.com/cars/bavina,Bavina Cars,https://ic1.maxabout.us//autos/cars_india/company-logos/bavina-60.jpg/,Bavina,1," Bavina - the electric car is designed and manufactured in Tamil Nadu, with the novel idea of saving environment due to pollution caused by fuelled cars and also save fuel. The auto maker has named the new venture as Bavina Cars India Ltd (BCIL). It is one of the indigenously built cars in India and will be in competition with Reva.  Currently Reva is exported to 50 countries. Bavina is a hatchback with four door, four seat and plug in type hybrid electric car. For Indian markets it is designed with lead acid batteries.  Bavina has a Technical partner name Velozzi SpA Inc from USA. The electric car is expected to run at a maximum speed of 100 Km/Hr with 2 hour charge time. It has Air conditioning, power windows, central locking and six pack batteries. Currently it can be charged upto 500 times. The car can run upto 100 km with AC and 20 km without AC on a maximum. However market analysts believe that the move and motivation is novel, it needs Government subsidies to deploy more electric charging stations, so that people can consider buying electrically charged vehicles.  "
